filename,fen,side_to_move,source_pdf,source_page,source_diagram,detection_source,created_at,corrected_by,illegal_ok
board_20260227_215203_372479.png,8/3bk3/6p1/1p2P1p1/1PpK2B1/P7/7P/8,,,,,,,,
board_20260227_215221_852890.png,8/3k4/6p1/4P1p1/pPpK4/8/7P/8,,,,,,,,
board_20260227_215221_886898.png,8/8/3K1P2/6P1/8/8/3k4/5r2,,,,,,,,
board_20260227_215232_964006.png,8/8/8/7P/2P2K2/2k5/8/r7,,,,,,,,
board_20260227_215240_100724.png,R7/8/2k3K1/8/1p6/2p5/8/8,,,,,,,,
board_20260227_215249_468240.png,8/8/6P1/5P2/8/4P1K1/1k6/6r1,w,,,,,,,
board_20260227_215259_740237.png,8/pQ6/8/3p4/3q1k2/8/PP4K1/8,,,,,,,,
board_20260227_215308_996037.png,8/8/8/pQ1p4/P3q1K1/8/1P1k4/8,w,,,,,,,
board_20260227_215318_484263.png,8/1k5p/p3p2P/3bP1K1/1BpP2P1/2P5/8/8,,,,,,,,
board_20260227_215333_068212.png,4k3/7p/p1K1P2P/6P1/1Bp5/2Pb4/8/8,,,,,,,,
board_20260227_215333_103231.png,8/4kp2/2P5/4b3/1KB1P1P1/8/8/8,,,,,,,,
board_20260227_215345_292024.png,2k5/6Kp/1BP3p1/5p2/4p2P/4PbP1/5P2/8,,,,,,,,
board_20260227_215432_299999.png,8/8/8/3p3b/7P/4k3/pB6/4K3,,,,,,,,
board_20260227_215439_452003.png,8/8/8/7b/3p3P/3k4/pB6/4K3,,,,,,,,
board_20260227_215452_875998.png,2b2rk1/2p4p/2p3pP/p3p1B1/Pp2P3/1P1PK3/2P5/6R1,,,,,,,,
board_20260227_215504_996237.png,2bB1k2/2p4p/2p3pP/p3p3/Pp2P3/1P1PK3/2P5/8,,,,,,,,
board_20260227_215515_571999.png,8/4b2p/p1k1p3/P1P2p2/1PP2p2/3K1Pp1/6B1/8,,,,,,,,
board_20260227_215523_852156.png,8/3k1K2/8/8/6Pb/7P/B7/8,,,,,,,,
board_20260227_215537_460432.png,8/k7/5p2/PK3B2/1P4P1/8/3b4/8,,,,,,,,
board_20260227_215546_900600.png,8/4p3/3P4/2p1p1bp/B1P5/6k1/4K3/8,,,,,,,,
board_20260227_215554_740172.png,8/1KP5/4b3/8/6pP/3kp1P1/8/6N1,,,,,,,,
board_20260227_215615_275979.png,2K4Q/8/8/8/6p1/6P1/4p3/6k1,,,,,,,,
board_20260227_215615_310987.png,8/5k2/3Kb2r/3pP1R1/3P2p1/3P4/8/8,,,,,,,,
board_20260227_215624_859974.png,8/2PQ1p1k/4p1p1/8/4K2P/8/5P2/4q3,w,,,,,,,
board_20260227_215635_332665.png,4rk2/6pp/8/3p4/5P2/6PP/bP2pK2/4Q3,,,,,,,,
board_20260227_215646_996168.png,8/p4p2/2k1pB2/3R1p2/1r5P/4PPK1/6P1/8,,,,,,,,
board_20260227_215656_188163.png,8/1p1r2R1/p5p1/5bp1/2PB1k2/1PK5/P7/8,,,,,,,,
board_20260227_215703_129905.png,6K1/3q1PP1/8/7k/8/8/8/8,,,,,,,,
board_20260227_215717_964207.png,8/1r3pk1/4p1p1/2RpP2p/2qP3P/Pp4P1/1Q3P1K/8,,,,,,,,
board_20260227_215726_836959.png,8/8/1p2k3/p6p/P1P4P/1P1K4/8/8,,,,,,,,
board_20260227_215742_484639.png,8/8/1pk5/7p/PKP4P/8/8/8,,,,,,,,
board_20260227_215742_518648.png,8/2Kn4/1p4B1/pPp5/2P5/1k6/8/8,,,,,,,,
board_20260227_215749_619949.png,3k4/4b1N1/p7/1p6/8/8/2K5/8,,,,,,,,
board_20260227_215756_067951.png,8/7p/7K/3k4/8/3b2P1/7P/8,,,,,,,,
board_20260227_215803_404641.png,8/3BK2p/5Rp1/8/5r1k/7P/8/8,,,,,,,,
board_20260227_215811_020150.png,8/5B2/5n2/4k1P1/7P/5K2/8/8,,,,,,,,
board_20260227_215818_260677.png,8/5p2/4p3/4P1k1/K5P1/8/5N2/8,,,,,,,,
board_20260227_215825_732663.png,8/1p3p2/p7/8/1PP2k2/4p3/P3K2P/8,,,,,,,,
board_20260227_215832_620147.png,8/8/6p1/1pk2p1p/2n2P2/P5P1/6KP/5B2,,,,,,,,
board_20260227_215841_364585.png,8/8/6p1/3p1k1p/p1pP1P1b/2P2K1P/1P6/2B5,,,,,,,,
board_20260227_215854_012808.png,8/6p1/8/p2kbp1p/Pp6/1P2P2P/4K1P1/2B5,,,,,,,,
board_20260227_215911_132222.png,8/8/8/p1b2p1p/Pp2k1pP/1P2P1P1/4K3/6B1,,,,,,,,
board_20260227_215911_167253.png,8/7p/8/6p1/3Kp1B1/7P/5kP1/8,,,,,,,,
board_20260227_215921_188173.png,8/8/8/p1K4B/p3p3/8/1P3k2/8,,,,,,,,
board_20260227_215936_684101.png,8/8/8/1B6/p7/4p3/1P1k4/1K6,,,,,,,,
board_20260227_215949_124735.png,8/1p1k4/pBP5/PP3pK1/7p/7P/8/4b3 b - - 0 1,b,,,,,,,
board_20260227_220002_923933.png,3B4/8/8/Pk6/6Kp/7P/8/4b3,,,,,,,,
board_20260227_220002_958282.png,8/1p6/p3p3/P7/1k6/5KP1/8/8,,,,,,,,
board_20260227_220012_172205.png,8/5p2/5P2/1p4B1/bKp3kP/P1P5/1P6/8,,,,,,,,
board_20260227_220023_707975.png,3r2k1/pp4q1/4p3/2p2p1R/3p2p1/1P4P1/P4P2/2Q3K1,,,,,,,,
board_20260227_220031_292595.png,8/2R5/P4k2/2K4p/7r/8/8/8,,,,,,,,
board_20260227_220040_548768.png,3r2k1/2R3p1/p1K5/P4P2/8/8/8/8,,,,,,,,
board_20260227_220053_324142.png,2q3k1/4Q3/p3p1p1/3p3p/1P2p2P/P3P1P1/5PK1/8,,,,,,,,
board_20260227_220132_860122.png,8/7Q/p4k2/1p6/1P2pq2/P6P/8/6K1,,,,,,,,
board_20260227_220141_628660.png,8/1Pk5/8/8/4BKpp/8/4b1PP/8,,,,,,,,
board_20260227_220149_604584.png,8/R7/P4pp1/1K3k1p/7P/5rP1/8/8,,,,,,,,
board_20260227_220157_428069.png,8/p4p2/8/1P3k1p/7P/1P3KP1/8/8,,,,,,,,
board_20260227_220217_971884.png,8/8/1p6/1P3p1P/4k1K1/8/8/8,w,,,,,,,
board_20260227_220218_006744.png,8/4N3/5p2/7p/p3PP2/1kp3P1/8/2K5,,,,,,,,
board_20260227_220227_820136.png,5k2/3b2p1/1ppPp3/p1p5/P1P2KPB/1P1P4/8/8,,,,,,,,
board_20260227_220238_372597.png,8/r7/P4pp1/R3p2p/7P/3k1KP1/5P2/8,,,,,,,,
board_20260227_220245_740579.png,8/8/7p/8/K5P1/4Q3/5pk1/8,,,,,,,,
board_20260227_220255_212075.png,8/P1R5/r5p1/8/5k2/1K6/8/8,,,,,,,,
board_20260227_220306_324562.png,8/8/R6P/4k3/4P3/p3PK2/7r/8,,,,,,,,
board_20260227_220313_820593.png,8/7p/8/8/3Q4/6p1/3K1p2/6k1,,,,,,,,
board_20260227_220329_643984.png,8/8/8/8/8/6pp/4Kp1k/5Q2,,,,,,,,
board_20260227_220329_678002.png,8/8/1P1k4/pP3p2/3KbP1p/8/P7/5B2,,,,,,,,
board_20260227_220342_627874.png,8/8/4b3/5p1p/5PP1/4k1K1/5N2/8,,,,,,,,
board_20260227_220354_171757.png,6k1/Q3pp2/6p1/2p4p/3b3P/6P1/P2r1PK1/8,,,,,,,,
board_20260227_220418_499858.png,8/p3n3/1pr1k1p1/5p2/1P1Q4/6PP/5PK1/8,,,,,,,,
board_20260227_220428_820056.png,6k1/4r3/8/1p1p4/8/3P1P2/p5PP/Q6K,,,,,,,,
board_20260227_220437_819848.png,6k1/r7/8/3p4/1p5P/3P1P2/p5PK/Q7,,,,,,,,
board_20260227_220445_572046.png,8/8/PK6/7p/5pp1/5P1k/8/8,,,,,,,,
board_20260227_220508_156699.png,Q7/8/1K6/7p/5p2/5P1k/6p1/8,,,,,,,,
board_20260227_220508_191243.png,8/8/2Q5/4p3/3qP3/q4QQ1/1q3PK1/1k6,,,,,,,,
board_20260227_220517_883846.png,8/8/8/1B2p3/4P1p1/4K1P1/8/4kb2,,,,,,,,
board_20260227_220526_380694.png,8/8/8/p1p5/Pk4K1/1p6/2p2Q2/8,,,,,,,,
board_20260227_220539_036695.png,8/8/8/p1p5/6K1/kpQ5/2p5/8,,,,,,,,
board_20260227_220539_070740.png,8/8/4K3/3pP3/8/7p/6k1/6B1,,,,,,,,
board_20260227_220546_172695.png,4Q3/8/3K4/3p4/8/8/8/6kq,,,,,,,,
board_20260227_220554_556113.png,8/1B6/4p3/5p2/3k1b1K/8/8/8,,,,,,,,
board_20260227_220600_628828.png,8/8/8/p4kPK/7P/1P6/P7/2b5,,,,,,,,
board_20260227_220615_075826.png,8/4K3/8/p3k3/8/1P6/P7/8,,,,,,,,
board_20260227_220615_109836.png,8/1pB5/p7/2Pb4/1P3pp1/3k4/5K1P/8,,,,,,,,
board_20260227_220623_323834.png,8/1p6/p1b5/B1P5/1Pk5/6p1/8/5K2,,,,,,,,
board_20260227_220637_731832.png,8/1b6/pP6/B7/1P6/8/4k1p1/6K1,,,,,,,,
board_20260227_220637_766851.png,4B3/8/7k/p7/P6P/6PK/5b2/8,,,,,,,,
board_20260227_220646_179816.png,8/3B4/8/p5P1/P4k1P/7K/5b2/8,,,,,,,,
board_20260227_220654_484132.png,8/7K/4k3/6P1/4p3/4B3/5P2/3b4,,,,,,,,
board_20260227_220701_412042.png,8/6K1/4k1P1/5b2/4p3/8/3B1P2/8,,,,,,,,
board_20260227_220709_979870.png,8/8/1p6/2p1p1kP/P3KpP1/1Pb2B2/6P1/8,,,,,,,,
board_20260227_220745_740802.png,8/8/1p6/2p1p1kP/P3KpP1/1Pb2B2/6P1/8,,,,,,,,
board_20260227_220808_380003.png,8/8/1p3kp1/3K1p2/2B4p/7P/6P1/8,,,,,,,,
board_20260227_220819_148078.png,8/4b3/7p/1p2p1P1/3k3P/5K2/8/1B6,,,,,,,,
board_20260227_220826_964482.png,8/8/4pk2/3p1p1K/1b1P1P2/p3P3/P1B5/8,,,,,,,,
board_20260227_220833_604541.png,8/8/2k1PpK1/5P2/8/b7/8/8,,,,,,,,
board_20260227_220840_075800.png,8/8/4PK2/5P2/4k3/b7/8/8,,,,,,,,
board_20260227_220853_355846.png,8/1k6/1p6/4p2p/PbP1P1pP/1P1B1pP1/5P2/3K4,,,,,,,,
board_20260227_220901_068084.png,8/8/p4b1p/1pk2B2/6PP/8/4K3/8,,,,,,,,
board_20260227_220909_043797.png,8/3B4/5b1p/k7/pp4P1/8/2K5/8,,,,,,,,
board_20260227_220922_419828.png,8/8/1r1k2p1/3Ppp1p/1P6/P7/1P3PP1/2R3K1,,,,,,,,
board_20260227_220929_027977.png,8/8/2Pk4/4pppp/1P6/P7/1P3PP1/6K1,,,,,,,,
board_20260227_220936_564466.png,R7/P5p1/6k1/7p/7P/6P1/r4P2/4K3,,,,,,,,
board_20260227_220945_851789.png,R7/P5pk/8/7P/6p1/r7/5PK1/8,,,,,,,,
board_20260227_220954_828327.png,R7/P5pk/8/7p/7P/r5P1/5PK1/8,,,,,,,,
board_20260227_221007_715984.png,R7/P5k1/6P1/8/6p1/r7/5PK1/8,,,,,,,,
board_20260227_221015_315767.png,8/P5p1/4k3/2B4p/4b3/4K1P1/1P5P/8,,,,,,,,
board_20260227_221025_643958.png,6k1/8/p2p4/P2P4/5pP1/4p3/2P5/5K2,,,,,,,,
board_20260227_221032_691971.png,R7/P7/5pp1/7P/r5k1/4K3/8/8,,,,,,,,
board_20260227_221317_571723.png,6k1/8/p7/r1r2Pp1/3R2Pp/1p6/1P4P1/3R2K1,,,,,,,,
board_20260227_221317_618094.png,r2r2k1/pb6/1p2pQ2/n1qP4/2P5/8/P4PPP/3RR1K1,,,,,,,,
board_20260227_221411_363711.png,1q3rbk/Q5pp/8/3P4/1r3n2/R3N3/2B2PPP/5RK1,,,,,,,,
board_20260227_221411_396720.png,6k1/p4p1p/3p1p2/2p1r3/2PnrqN1/P6P/1P1Q1PP1/3R1RK1,,,,,,,,
board_20260227_221411_427727.png,6k1/5pp1/8/5P2/R6p/1P3N1P/3rnrPK/6R1,,,,,,,,
board_20260227_222039_972612.png,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,,,,,,,,
board_20260227_222112_604291.png,6k1/6p1/4p2p/4N3/2QP2Pq/2n1PP2/r6P/2R3K1,,,,,,,,
board_20260227_222144_459609.png,2R5/6pk/4p2p/4N3/3P2Pq/4PP2/n6P/6K1,,,,,,,,
board_20260227_222144_484625.png,8/1p3pp1/p1krpn1p/P6P/2P2PP1/2B5/1PK5/4R3,,,,,,,,
board_20260227_222203_027587.png,4q1k1/1pnrr2p/p2p1p2/PPp1pPp1/2P1P3/3PB2P/1R4P1/1R1Q2K1,,,,,,,,
board_20260227_222231_620477.png,n5k1/1p1q2rr/pP1p1p1p/P1p1pPp1/2P1P1PP/3PBK1R/7R/7Q,,,,,,,,
board_20260227_222231_648492.png,n7/1p5k/pP1p1p2/P1p1pPp1/2P1P1P1/3PBK2/8/8,,,,,,,,
board_20260227_222251_596603.png,r5nr/2p1kpbp/p2p2p1/1N1P4/Q1P1P3/5P2/Pq3P1P/3RKB1R,,,,,,,,
board_20260227_222316_923835.png,Q6r/2p1kpbp/3p1np1/1p1P4/2q1P3/5P2/P4PBP/3R2KR,,,,,,,,
board_20260227_222334_459905.png,8/2p2p2/3pnkp1/1R5p/3bP2P/r4P2/2R2PK1/3B4,,,,,,,,
board_20260227_222406_564447.png,2rqnrk1/p2p3p/bp1Pp1p1/n3Pp2/2P2P2/P2B1N2/6PP/R1BQ1RK1,,,,,,,,
board_20260227_222406_593455.png,3q1rk1/p2p2np/QpnPp1p1/3rPp2/5P2/P3BN2/6PP/R1R3K1,,,,,,,,
board_20260227_222500_931550.png,2rqnrk1/p2p3p/bp1Pp1p1/n3Pp2/2P2P2/P2B1N2/6PP/R1BQ1RK1,,,,,,,,
board_20260227_222500_960558.png,2rqnrk1/p2p3p/1p1Pp1p1/4Pp2/2b2P2/P2B4/6PP/R1BQ1RK1,,,,,,,,
board_20260227_222549_331743.png,r1b1k2r/pp4pp/2p1pp2/1nPp4/3P4/2PBPN2/2RK1PPP/7R,,,,,,,,
board_20260227_222828_980386.png,4r2k/pppq1rpp/1bnp4/3Np3/2P1Q3/1PB1P1P1/P4P1P/R4RK1,,,,,,,,
board_20260227_222846_228492.png,2kr1r2/pp1qbpp1/3pb3/2pN2Pp/4PQ1P/3P4/PPP3B1/2K2R1R,,,,,,,,
board_20260227_222901_795680.png,r1br2k1/1p2bppp/p4n2/q3p3/Pn2P3/2N1B3/1P1NQPPP/RB3RK1,,,,,,,,
board_20260227_222931_052276.png,2rr2k1/1p2bppp/p4n2/q3p3/Pn2P3/2N1BP2/1P2Q1PP/RB3RK1,,,,,,,,
board_20260227_222931_080285.png,2r3k1/1p3ppp/p2q4/2n1p3/Pn1rP3/2N2PP1/BP2RQ1P/R5K1,,,,,,,,
board_20260227_222957_835470.png,2r3k1/1p3pp1/p2q4/4p3/P2rP2p/RnN2PP1/1PR2QKP/8,,,,,,,,
board_20260227_222957_863491.png,r1bb1r1k/5ppp/p1q5/1p1NPp1P/8/4B1Q1/PPP3P1/2KR3R,,,,,,,,
board_20260227_223021_387928.png,rn2kbnr/pp1b1ppp/1qp1p3/3pP2P/3P1PP1/8/PPP5/RNBQKBNR,,,,,,,,
board_20260227_223032_700323.png,4kb1r/pp1b2pp/4p2n/3pP2P/3q2P1/P6B/1P5R/RNQ1K3,,,,,,,,
board_20260227_223055_844024.png,1q1r2k1/1b1r1pbp/1p2n1p1/pNnpP1PP/5P2/1P2B1N1/P4QB1/2RR2K1,,,,,,,,
board_20260227_223055_874023.png,3r2k1/3r1pbp/1p2n1p1/p3P1PP/3BqP2/1P6/P3NQ2/2RR2K1,,,,,,,,
board_20260227_223330_299592.png,4r1k1/p1pb2qp/6p1/3N1p2/4r3/1PQ4P/1P3PP1/R2R2K1,,,,,,,,
board_20260227_223358_668413.png,r2qk2r/4bp2/p2pb3/2p5/5p2/2NB4/PP4PP/R2QR1K1,,,,,,,,
board_20260227_223358_695420.png,r2qk2r/4b3/p2pp3/2p5/5Q2/2NB4/PP4PP/R5K1,,,,,,,,
board_20260227_223411_835605.png,r3k3/q3b3/pR5r/3N1B2/2pQ4/8/PP4PP/6K1,,,,,,,,
board_20260227_223432_004405.png,8/1p3qp1/2p2p2/2P2P1p/7P/7k/1K3P2/3Q4,,,,,,,,
board_20260227_223432_029411.png,8/1p3qp1/2p2p2/2P2P1p/4Q2P/7k/1K3P2/8,,,,,,,,
board_20260227_223450_092164.png,r2q1rk1/pb2nppp/1p6/3P4/2B5/5N2/P2Q1PPP/3RR1K1,,,,,,,,
board_20260227_223508_187795.png,r4rk1/p1q2ppp/1pPR4/8/5Q2/8/P4PPP/4R1K1,,,,,,,,
board_20260227_223554_643718.png,2r1r1k1/p2bbppp/1q1pp3/nppnP3/2P5/P2P1NPP/1P2QPB1/R1BR1NK1,,,,,,,,
board_20260227_223554_673726.png,1br1r1k1/p2b1ppp/q3p3/1pPn4/1P1P4/5NPP/4QPB1/1RR2NK1,,,,,,,,
board_20260227_223607_259501.png,1b4k1/pq1r1pp1/2r1p2p/RpP5/1P1P4/2Q3PP/2N2P2/R5K1,,,,,,,,
board_20260227_223809_532212.png,1b4k1/pq1r1pp1/2r1p2p/RpP5/1P1P4/2Q3PP/2N2P2/R5K1,,,,,,,,
board_20260227_223831_532067.png,1bq3k1/3r1pp1/p1r5/RpP1p2Q/1P5P/4N1P1/5P2/R5K1,,,,,,,,
board_20260227_223831_559153.png,6k1/2b2pp1/p1r1q3/1pP1p3/1P5P/4N1P1/3R1P2/3Q2K1,,,,,,,,
board_20260227_223856_595503.png,2r5/1p2npk1/1q2p1p1/p2pP1Pp/2rN1P2/P1PR3Q/1P2R1KP/8,,,,,,,,
board_20260227_223856_622520.png,8/1p3p2/4p1k1/pq1pPpPp/2rRrP2/P1P3K1/1P1R1Q1P/8,,,,,,,,
board_20260227_224256_593973.png,r1bq1rk1/pp1nbppp/3p1n2/1B2p1B1/4P3/2NQ1N2/PPP2PPP/R3K2R,,,,,,,,
board_20260227_224256_623054.png,2b2rk1/1p3ppp/r2Q1b2/p2Np3/4P1q1/5N2/PPP2PPP/2KR3R,,,,,,,,
board_20260227_224313_259247.png,4r1k1/1p3pp1/2r2b1p/3Rp3/p3P3/P4N2/1PP1QPqP/1K1R4,,,,,,,,
board_20260227_224313_279054.png,3b2k1/1p3pp1/7p/4p3/p3P3/P4N2/1PP1QPqP/1K6,,,,,,,,
board_20260227_224331_779277.png,6k1/2r2pp1/2p1r2p/2b1p3/p3P3/P4N2/1PP1QPqP/1K6,,,,,,,,
board_20260227_224342_759275.png,6k1/1p3pp1/5b1p/4p3/p3P3/P4N2/KPP1QPqP/8,,,,,,,,
board_20260227_224401_759312.png,3r1r1k/pp3pp1/4pn1p/q3N2P/3b1B2/3R1Q2/PPP2PP1/1K5R,,,,,,,,
board_20260227_224401_789412.png,3q3k/pp3pp1/4pn1p/4B2P/8/5Q2/PPP2PP1/1K6,,,,,,,,
board_20260227_224412_099216.png,8/pQ3pk1/4pp1p/8/2Pq4/P7/KP4P1/8,,,,,,,,
board_20260227_224430_829268.png,2q2rk1/1pp1rp1p/p1np1bp1/3Q4/2P3PP/2P1BN2/PP3P2/1K1RR3,,,,,,,,
board_20260227_224430_859218.png,2q3k1/1pp2p1p/p1np2p1/6Q1/2P3PP/2P1PN2/PP6/1K6,,,,,,,,
board_20260227_224524_179226.png,2r2b2/1qrn1p1k/3p1npp/1p2p3/4P1P1/1PN1BP1P/P1RQN1K1/2R5,,,,,,,,
board_20260227_224733_663749.png,n5k1/1p1q2rr/pP1p1p1p/P1p1pPp1/2P1P1PP/3PBK1R/7R/7Q,,,,,,,,
board_20260227_224733_689166.png,2rqnrk1/p2p3p/1p1Pp1p1/4Pp2/2b2P2/P2B4/6PP/R1BQ1RK1,,,,,,,,
board_20260227_224733_719229.png,2rr2k1/1p2bppp/p4n2/q3p3/Pn2P3/2N1BP2/1P2Q1PP/RB3RK1,,,,,,,,
board_20260227_224752_579203.png,1q1r2k1/1b1r1pbp/1p2n1p1/pNnpP1PP/5P2/1P2B1N1/P4QB1/2RR2K1,,,,,,,,
board_20260227_224752_609197.png,r4rk1/p1q2ppp/1pPR4/8/5Q2/8/P4PPP/4R1K1,,,,,,,,
board_20260227_224820_769216.png,r4rk1/ppqb3p/3n2pb/P1pPpp2/2P1P2B/2NQ1P2/4B1PP/R4RK1,,,,,,,,
board_20260227_224820_799104.png,r1b2rk1/p2q1pbp/2ppn1p1/8/Q2PN3/5N2/PP3PPP/R1B1R1K1,,,,,,,,
board_20260227_224820_824361.png,3rr1k1/1pq2pp1/1np1pn1p/p1B4P/2PPQ3/1B6/PP3PP1/3RR1K1,,,,,,,,
board_20260227_224850_389150.png,r3r1k1/2q2pbp/p3p1p1/1p1pP1Pn/3N1P2/5Q2/PPPB3P/1KR4R,,,,,,,,
board_20260227_224850_419196.png,r5k1/3bbpp1/1q1p1n1p/2pPpP2/2P3P1/1PN4P/5R2/1BBQ2K1,,,,,,,,
board_20260227_224850_449303.png,r3k3/1R3Rpp/1p3b2/pr6/3P4/4B1P1/5PP1/6K1,,,,,,,,
board_20260227_224915_549192.png,r4rnk/1b1p1ppp/p7/1pp3q1/3pPN2/P2P3P/BPP2PP1/R2QR1K1,,,,,,,,
board_20260227_224915_579482.png,r3nbk1/4n1pp/q2p4/Np1Pp3/1P6/3QBN1P/5PP1/4R1K1,,,,,,,,
board_20260227_224915_609170.png,3nk3/6pp/p3p3/Np1bPpPP/3Q1P2/P7/1P1KB3/7q,,,,,,,,
board_20260227_224946_759174.png,r6r/4nkb1/p1pq4/3ppp1p/2P5/2NP4/PP2QPPP/R1B1R1K1,,,,,,,,
board_20260227_224946_789162.png,3r4/p1k1bp1p/1pn1b3/2p1P1p1/P1N5/2P1P3/1P1NB1PP/4KR2,,,,,,,,
board_20260227_224946_814123.png,3r2k1/1b2qpp1/ppn4p/3p4/5B2/1P4PB/P2QPP1P/2R3K1,,,,,,,,
board_20260227_225011_079331.png,2r1k2r/3q1pp1/p2n1b2/3PpP2/7p/1PN1Q2P/P3N1P1/R4R1K,,,,,,,,
board_20260227_225011_109174.png,r1b2rkb/pp3n1p/2pp4/q3np1N/2P5/2N1BP2/PP1QB1PP/2KR3R,,,,,,,,
board_20260227_225011_134341.png,2r1r1k1/3q1ppb/1p1B3p/p1pBP1nP/P1P3P1/1P6/6Q1/R5RK,,,,,,,,
board_20260227_225034_319206.png,3r3r/1ppqbpk1/pn2p2p/1b1nP1pP/3PN1N1/P7/1P1B1PP1/1QRBR1K1,,,,,,,,
board_20260227_225034_348991.png,r4rk1/pb2bpp1/2n1q2p/1Bpp4/Q4B2/4PN2/PP3PPP/2R2RK1,,,,,,,,
board_20260227_225034_379323.png,1r1r2k1/p1q2pbp/b3p1p1/2n1PnPP/3p1PN1/Pp1P2N1/1P3R1K/R1BQ1B2,,,,,,,,
board_20260228_010741_954579.png,r2q1rk1/pp3ppp/3n1b2/3Pp3/8/P3BP2/1P1QBP1P/3R1RK1,,,,,,,,
board_20260228_010742_011593.png,rr4k1/5ppp/p1qp4/4n1b1/R2BP3/8/1PP1BQPP/R6K,,,,,,,,
board_20260228_011512_265586.png,6k1/8/p7/r1r2Pp1/3R2Pp/1p6/1P4P1/3R2K1,,,,,,,,
board_20260228_011512_313601.png,r2r2k1/pb6/1p2pQ2/n1qP4/2P5/8/P4PPP/3RR1K1,,,,,,,,
board_20260228_011622_395113.png,1q3rbk/Q5pp/8/3P4/1r3n2/R3N3/2B2PPP/5RK1,,,,,,,,
board_20260228_011622_440118.png,6k1/p4p1p/3p1p2/2p1r3/2PnrqN1/P6P/1P1Q1PP1/3R1RK1,,,,,,,,
board_20260228_011622_483127.png,6k1/5pp1/8/5P2/R6p/1P3N1P/3rnrPK/6R1,,,,,,,,
board_20260228_011742_769880.png,6k1/5pp1/8/5P2/R6p/1P3n1P/3r4/6RK,,,,,,,,
board_20260228_011742_827893.png,r2q2rk/ppp4p/3p4/2b2Q2/3pPPR1/2P2n2/PP3P1P/RNB4K,,,,,,,,
board_20260228_011742_879909.png,r4rk1/1pb2ppp/p2qbnn1/3pp3/1P6/1BP2N1P/PBN2PP1/R2Q1RK1,,,,,,,,
board_20260228_011910_938720.png,rb2r1k1/1p1b1ppp/p1nq4/3p4/3Nn3/1QB1PN2/PP2BPPP/2R2RK1,,,,,,,,
board_20260228_011910_983725.png,5rk1/pp1nqrp1/2p3p1/4p3/4P1P1/1BP2P2/PP2Q3/3RK2R,,,,,,,,
board_20260228_011911_021733.png,5rk1/qp1r2pp/1bpp1p1B/p1nPpP1Q/P1P1P3/2N4P/1P3P1K/1R4R1,,,,,,,,
board_20260228_011945_242172.png,2k1rb1r/ppp3pp/2np1q2/5b2/2B2P2/2P1BQ2/PP1N1P1P/2KR3R,,,,,,,,
board_20260228_011945_298184.png,2kr1bnr/pp1nqppp/2p1b3/8/4PB2/2N2NP1/PPP1Q2P/2KR1B1R,,,,,,,,
board_20260228_012251_001810.png,3r1rk1/pp3ppp/3pn3/1qpN4/5PP1/P5PQ/1PP5/1K1R4,,,,,,,,
board_20260228_012251_042820.png,5r2/p3Qnkp/1p3Np1/2p3P1/3q4/5P2/PP3R1r/4R1K1,,,,,,,,
board_20260228_012251_080827.png,6R1/2p1qr1k/1p1p1r1p/p3p3/2P1P3/2P3Q1/PP3P2/2K3R1,,,,,,,,
board_20260228_012251_116836.png,r1b2r1k/ppb2ppB/3q4/8/2PN1n1Q/PP6/1B3PPP/R4RK1,,,,,,,,
board_20260228_012251_155844.png,2kr2nr/pp1n1ppp/2p1p3/8/1P1P1B2/2N2Q1P/1PPKBPP1/7q,,,,,,,,
board_20260228_012251_204861.png,5r1k/6p1/p2p1rRp/2pPpq1Q/8/PPp1P3/5P1R/K7,,,,,,,,
board_20260228_012424_298782.png,r1n3k1/pp2q2p/2ppr1pQ/4p3/8/2N4R/PPP3PP/5RK1,,,,,,,,
board_20260228_012424_341792.png,k1r5/1p4pq/p7/5n2/3nQ3/P7/RPP2PPP/2B2RK1,,,,,,,,
board_20260228_012424_391803.png,4rr1k/p4pb1/5R1p/1p2q3/3p4/3P2R1/PP1Q2BP/7K,,,,,,,,
board_20260228_012424_442814.png,5r1k/1p1br2p/pqnbpp2/3p4/3P4/P1NQ1N2/1PB2PPP/R3R1K1,,,,,,,,
board_20260228_012424_479824.png,r4r1k/ppn4p/2p2N2/4P3/2pP1N2/5K2/PPP5/6R1,,,,,,,,
board_20260228_012424_522832.png,2kr1r2/pp1n3p/2p1bp2/8/5B2/8/PP2BP1P/2R1K1R1,,,,,,,,
board_20260228_012627_698967.png,r2qkbnr/ppp2ppp/2np4/4p2b/2B1P3/2N2N1P/PPPP1PP1/R1BQK2R,,,,,,,,
board_20260228_012627_740972.png,r2qkb1r/ppp1pppp/1n6/3Pn3/4P1b1/2N2N2/PP3PPP/R1BQKB1R,,,,,,,,
board_20260228_012802_697171.png,q1r1k2r/1b3pp1/p3pn2/P1b5/1pN1P2p/3B1P2/1P2Q1PP/R1B2R1K,,,,,,,,
board_20260228_012802_742181.png,q1r1k2r/1b3pp1/p3p3/P1b4n/1pN1P2p/3BBP2/1P2Q1PP/R4R1K,,,,,,,,
board_20260228_012802_789196.png,q1r4r/1b2kpp1/p3p3/P1b5/1pN1P3/3BBPp1/1P4P1/R3QRK1,,,,,,,,
